ID,대출등급
TEST_15449,1
TEST_15450,3
TEST_15451,1
TEST_15452,5
TEST_15453,1
TEST_15454,1
TEST_15455,0
TEST_15456,2
TEST_15457,3
TEST_15458,0
TEST_15459,0
TEST_15460,1
TEST_15461,2
TEST_15462,2
TEST_15463,1
TEST_15464,1
TEST_15465,1
TEST_15466,5
TEST_15467,3
TEST_15468,1
TEST_15469,1
TEST_15470,3
TEST_15471,0
TEST_15472,2
TEST_15473,2
TEST_15474,2
TEST_15475,2
TEST_15476,2
TEST_15477,1
TEST_15478,3
TEST_15479,1
TEST_15480,2
TEST_15481,0
TEST_15482,3
TEST_15483,0
TEST_15484,1
TEST_15485,2
TEST_15486,3
TEST_15487,1
TEST_15488,2
TEST_15489,1
TEST_15490,4
TEST_15491,0
TEST_15492,0
TEST_15493,0
TEST_15494,1
TEST_15495,1
TEST_15496,2
TEST_15497,1
TEST_15498,3
TEST_15499,1
TEST_15500,1
TEST_15501,4
TEST_15502,2
TEST_15503,3
TEST_15504,1
TEST_15505,3
TEST_15506,0
TEST_15507,0
TEST_15508,1
TEST_15509,4
TEST_15510,3
TEST_15511,3
TEST_15512,1
TEST_15513,1
TEST_15514,2
TEST_15515,3
TEST_15516,2
TEST_15517,0
TEST_15518,1
TEST_15519,1
TEST_15520,5
TEST_15521,0
TEST_15522,3
TEST_15523,4
TEST_15524,0
TEST_15525,0
TEST_15526,2
TEST_15527,0
TEST_15528,2
TEST_15529,2
TEST_15530,2
TEST_15531,2
TEST_15532,4
TEST_15533,0
TEST_15534,2
TEST_15535,1
TEST_15536,2
TEST_15537,1
TEST_15538,2
TEST_15539,1
TEST_15540,2
TEST_15541,1
TEST_15542,2
TEST_15543,2
TEST_15544,2
TEST_15545,2
TEST_15546,0
TEST_15547,4
TEST_15548,2
TEST_15549,0
TEST_15550,1
TEST_15551,2
TEST_15552,2
TEST_15553,3
TEST_15554,0
TEST_15555,3
TEST_15556,1
TEST_15557,0
TEST_15558,1
TEST_15559,2
TEST_15560,2
TEST_15561,3
TEST_15562,2
TEST_15563,1
TEST_15564,1
TEST_15565,2
TEST_15566,1
TEST_15567,1
TEST_15568,1
TEST_15569,5
TEST_15570,1
TEST_15571,1
TEST_15572,1
TEST_15573,1
TEST_15574,4
TEST_15575,1
TEST_15576,2
TEST_15577,1
TEST_15578,0
TEST_15579,4
TEST_15580,4
TEST_15581,1
TEST_15582,2
TEST_15583,2
TEST_15584,2
TEST_15585,1
TEST_15586,3
TEST_15587,4
TEST_15588,2
TEST_15589,4
TEST_15590,2
TEST_15591,1
TEST_15592,2
TEST_15593,2
TEST_15594,0
TEST_15595,1
TEST_15596,2
TEST_15597,0
TEST_15598,2
TEST_15599,2
TEST_15600,0
TEST_15601,2
TEST_15602,0
TEST_15603,1
TEST_15604,3
TEST_15605,0
TEST_15606,2
TEST_15607,3
TEST_15608,1
TEST_15609,1
TEST_15610,2
TEST_15611,1
TEST_15612,0
TEST_15613,0
TEST_15614,0
TEST_15615,1
TEST_15616,1
TEST_15617,0
TEST_15618,3
TEST_15619,1
TEST_15620,4
TEST_15621,2
TEST_15622,0
TEST_15623,0
TEST_15624,4
TEST_15625,1
TEST_15626,0
TEST_15627,0
TEST_15628,3
TEST_15629,1
TEST_15630,2
TEST_15631,5
TEST_15632,4
TEST_15633,0
TEST_15634,2
TEST_15635,2
TEST_15636,1
TEST_15637,3
TEST_15638,2
TEST_15639,4
TEST_15640,2
TEST_15641,0
TEST_15642,1
TEST_15643,2
TEST_15644,1
TEST_15645,2
TEST_15646,2
TEST_15647,2
TEST_15648,2
TEST_15649,4
TEST_15650,2
TEST_15651,0
TEST_15652,0
TEST_15653,2
TEST_15654,2
TEST_15655,4
TEST_15656,2
TEST_15657,2
TEST_15658,2
TEST_15659,1
TEST_15660,0
TEST_15661,2
TEST_15662,0
TEST_15663,2
TEST_15664,3
TEST_15665,1
TEST_15666,2
TEST_15667,3
TEST_15668,3
TEST_15669,2
TEST_15670,1
TEST_15671,1
TEST_15672,1
TEST_15673,5
TEST_15674,1
TEST_15675,2
TEST_15676,2
TEST_15677,1
TEST_15678,1
TEST_15679,2
TEST_15680,2
TEST_15681,1
TEST_15682,1
TEST_15683,1
TEST_15684,1
TEST_15685,1
TEST_15686,1
TEST_15687,1
TEST_15688,1
TEST_15689,0
TEST_15690,2
TEST_15691,2
TEST_15692,3
TEST_15693,3
TEST_15694,4
TEST_15695,1
TEST_15696,3
TEST_15697,0
TEST_15698,1
TEST_15699,1
TEST_15700,0
TEST_15701,1
TEST_15702,0
TEST_15703,1
TEST_15704,3
TEST_15705,0
TEST_15706,3
TEST_15707,2
TEST_15708,2
TEST_15709,1
TEST_15710,1
TEST_15711,1
TEST_15712,2
TEST_15713,2
TEST_15714,3
TEST_15715,1
TEST_15716,2
TEST_15717,0
TEST_15718,4
TEST_15719,1
TEST_15720,0
TEST_15721,2
TEST_15722,0
TEST_15723,1
TEST_15724,2
TEST_15725,1
TEST_15726,4
TEST_15727,1
TEST_15728,1
TEST_15729,1
TEST_15730,3
TEST_15731,3
TEST_15732,2
TEST_15733,3
TEST_15734,0
TEST_15735,4
TEST_15736,1
TEST_15737,3
TEST_15738,2
TEST_15739,0
TEST_15740,1
TEST_15741,4
TEST_15742,1
TEST_15743,4
TEST_15744,0
TEST_15745,1
TEST_15746,1
TEST_15747,1
TEST_15748,4
TEST_15749,3
TEST_15750,2
TEST_15751,0
TEST_15752,2
TEST_15753,4
TEST_15754,2
TEST_15755,0
TEST_15756,1
TEST_15757,2
TEST_15758,1
TEST_15759,1
TEST_15760,1
TEST_15761,1
TEST_15762,2
TEST_15763,2
TEST_15764,2
TEST_15765,3
TEST_15766,2
TEST_15767,1
TEST_15768,4
TEST_15769,1
TEST_15770,2
TEST_15771,1
TEST_15772,2
TEST_15773,2
TEST_15774,1
TEST_15775,0
TEST_15776,3
TEST_15777,2
TEST_15778,3
TEST_15779,2
TEST_15780,3
TEST_15781,1
TEST_15782,0
TEST_15783,3
TEST_15784,0
TEST_15785,1
TEST_15786,0
TEST_15787,4
TEST_15788,1
TEST_15789,4
TEST_15790,0
TEST_15791,2
TEST_15792,1
TEST_15793,3
TEST_15794,4
TEST_15795,2
TEST_15796,2
TEST_15797,3
TEST_15798,0
TEST_15799,0
TEST_15800,2
TEST_15801,2
TEST_15802,3
TEST_15803,2
TEST_15804,1
TEST_15805,1
TEST_15806,2
TEST_15807,2
TEST_15808,4
TEST_15809,2
TEST_15810,1
TEST_15811,2
TEST_15812,1
TEST_15813,3
TEST_15814,0
TEST_15815,0
TEST_15816,1
TEST_15817,2
TEST_15818,2
TEST_15819,0
TEST_15820,1
TEST_15821,2
TEST_15822,2
TEST_15823,4
TEST_15824,2
TEST_15825,4
TEST_15826,5
TEST_15827,0
TEST_15828,1
TEST_15829,0
TEST_15830,3
TEST_15831,0
TEST_15832,1
TEST_15833,5
TEST_15834,1
TEST_15835,4
TEST_15836,4
TEST_15837,2
TEST_15838,0
TEST_15839,1
TEST_15840,1
TEST_15841,3
TEST_15842,2
TEST_15843,3
TEST_15844,1
TEST_15845,3
TEST_15846,1
TEST_15847,2
TEST_15848,3
TEST_15849,1
TEST_15850,0
TEST_15851,0
TEST_15852,2
TEST_15853,3
TEST_15854,2
TEST_15855,1
TEST_15856,1
TEST_15857,1
TEST_15858,1
TEST_15859,1
TEST_15860,4
TEST_15861,2
TEST_15862,2
TEST_15863,1
TEST_15864,2
TEST_15865,4
TEST_15866,0
TEST_15867,1
TEST_15868,2
TEST_15869,0
TEST_15870,3
TEST_15871,1
TEST_15872,2
TEST_15873,2
TEST_15874,1
TEST_15875,2
TEST_15876,1
TEST_15877,3
TEST_15878,1
TEST_15879,1
TEST_15880,2
TEST_15881,0
TEST_15882,2
TEST_15883,2
TEST_15884,4
TEST_15885,3
TEST_15886,2
TEST_15887,3
TEST_15888,2
TEST_15889,2
TEST_15890,2
TEST_15891,1
TEST_15892,3
TEST_15893,3
TEST_15894,3
TEST_15895,3
TEST_15896,2
TEST_15897,2
TEST_15898,3
TEST_15899,3
TEST_15900,2
TEST_15901,2
TEST_15902,4
TEST_15903,2
TEST_15904,1
TEST_15905,3
TEST_15906,2
TEST_15907,2
TEST_15908,1
TEST_15909,2
TEST_15910,1
TEST_15911,1
TEST_15912,1
TEST_15913,1
TEST_15914,1
TEST_15915,1
TEST_15916,2
TEST_15917,3
TEST_15918,4
TEST_15919,3
TEST_15920,2
TEST_15921,3
TEST_15922,3
TEST_15923,3
TEST_15924,2
TEST_15925,3
TEST_15926,2
TEST_15927,2
TEST_15928,1
TEST_15929,2
TEST_15930,2
TEST_15931,3
TEST_15932,1
TEST_15933,2
TEST_15934,2
TEST_15935,4
TEST_15936,3
TEST_15937,1
TEST_15938,2
TEST_15939,2
TEST_15940,1
TEST_15941,4
TEST_15942,1
TEST_15943,2
TEST_15944,1
TEST_15945,2
TEST_15946,2
TEST_15947,2
TEST_15948,3
TEST_15949,2
TEST_15950,3
TEST_15951,0
TEST_15952,5
TEST_15953,4
TEST_15954,3
TEST_15955,2
TEST_15956,3
TEST_15957,1
TEST_15958,0
TEST_15959,1
TEST_15960,1
TEST_15961,0
TEST_15962,4
TEST_15963,2
TEST_15964,1
TEST_15965,1
TEST_15966,3
TEST_15967,2
TEST_15968,2
TEST_15969,0
TEST_15970,5
TEST_15971,2
TEST_15972,1
TEST_15973,2
TEST_15974,3
TEST_15975,3
TEST_15976,2
TEST_15977,1
TEST_15978,0
TEST_15979,3
TEST_15980,1
TEST_15981,3
TEST_15982,5
TEST_15983,0
TEST_15984,3
TEST_15985,6
TEST_15986,3
TEST_15987,2
TEST_15988,2
TEST_15989,2
TEST_15990,3
TEST_15991,1
TEST_15992,2
TEST_15993,1
TEST_15994,1
TEST_15995,2
TEST_15996,3
TEST_15997,2
TEST_15998,2
TEST_15999,2
TEST_16000,1
TEST_16001,2
TEST_16002,2
TEST_16003,2
TEST_16004,1
TEST_16005,3
TEST_16006,1
TEST_16007,4
TEST_16008,1
TEST_16009,1
TEST_16010,1
TEST_16011,2
TEST_16012,1
TEST_16013,1
TEST_16014,3
TEST_16015,2
TEST_16016,0
TEST_16017,0
TEST_16018,3
TEST_16019,1
TEST_16020,1
TEST_16021,3
TEST_16022,0
TEST_16023,1
TEST_16024,5
TEST_16025,0
TEST_16026,2
TEST_16027,2
TEST_16028,4
TEST_16029,1
TEST_16030,3
TEST_16031,1
TEST_16032,3
TEST_16033,1
TEST_16034,2
TEST_16035,1
TEST_16036,2
TEST_16037,2
TEST_16038,3
TEST_16039,2
TEST_16040,0
TEST_16041,4
TEST_16042,3
TEST_16043,0
TEST_16044,1
TEST_16045,2
TEST_16046,0
TEST_16047,0
TEST_16048,4
TEST_16049,1
TEST_16050,0
TEST_16051,4
TEST_16052,2
TEST_16053,3
TEST_16054,0
TEST_16055,1
TEST_16056,1
TEST_16057,4
TEST_16058,3
TEST_16059,2
TEST_16060,2
TEST_16061,1
TEST_16062,1
TEST_16063,2
TEST_16064,3
TEST_16065,2
TEST_16066,1
TEST_16067,1
TEST_16068,2
TEST_16069,0
TEST_16070,2
TEST_16071,0
TEST_16072,0
TEST_16073,1
TEST_16074,1
TEST_16075,4
TEST_16076,3
TEST_16077,2
TEST_16078,0
TEST_16079,2
TEST_16080,0
TEST_16081,0
TEST_16082,0
TEST_16083,3
TEST_16084,2
TEST_16085,1
TEST_16086,3
TEST_16087,0
TEST_16088,1
TEST_16089,4
TEST_16090,2
TEST_16091,2
TEST_16092,0
TEST_16093,2
TEST_16094,1
TEST_16095,4
TEST_16096,2
TEST_16097,0
TEST_16098,2
TEST_16099,0
TEST_16100,2
TEST_16101,3
TEST_16102,1
TEST_16103,3
TEST_16104,2
TEST_16105,2
TEST_16106,1
TEST_16107,2
TEST_16108,2
TEST_16109,3
TEST_16110,3
TEST_16111,2
TEST_16112,2
TEST_16113,1
TEST_16114,0
TEST_16115,2
TEST_16116,3
TEST_16117,4
TEST_16118,1
TEST_16119,4
TEST_16120,1
TEST_16121,0
TEST_16122,2
TEST_16123,3
TEST_16124,2
TEST_16125,3
TEST_16126,1
TEST_16127,2
TEST_16128,3
TEST_16129,1
TEST_16130,2
TEST_16131,0
TEST_16132,2
TEST_16133,1
TEST_16134,0
TEST_16135,1
TEST_16136,1
TEST_16137,1
TEST_16138,2
TEST_16139,0
TEST_16140,2
TEST_16141,1
TEST_16142,3
TEST_16143,4
TEST_16144,0
TEST_16145,1
TEST_16146,1
TEST_16147,4
TEST_16148,0
TEST_16149,2
TEST_16150,0
TEST_16151,0
TEST_16152,1
TEST_16153,0
TEST_16154,1
TEST_16155,4
TEST_16156,0
TEST_16157,2
TEST_16158,5
TEST_16159,4
TEST_16160,1
TEST_16161,4
TEST_16162,1
TEST_16163,0
TEST_16164,0
TEST_16165,1
TEST_16166,1
TEST_16167,3
TEST_16168,4
TEST_16169,0
TEST_16170,2
TEST_16171,2
TEST_16172,1
TEST_16173,0
TEST_16174,1
TEST_16175,1
TEST_16176,2
TEST_16177,4
TEST_16178,1
TEST_16179,2
TEST_16180,1
TEST_16181,2
TEST_16182,1
TEST_16183,2
TEST_16184,1
TEST_16185,6
TEST_16186,2
TEST_16187,2
TEST_16188,2
TEST_16189,1
TEST_16190,1
TEST_16191,4
TEST_16192,4
TEST_16193,1
TEST_16194,2
TEST_16195,2
TEST_16196,1
TEST_16197,3
TEST_16198,2
TEST_16199,1
TEST_16200,0
TEST_16201,3
TEST_16202,2
TEST_16203,3
TEST_16204,3
TEST_16205,2
TEST_16206,4
TEST_16207,2
TEST_16208,3
TEST_16209,0
TEST_16210,1
TEST_16211,2
TEST_16212,2
TEST_16213,1
TEST_16214,1
TEST_16215,3
TEST_16216,1
TEST_16217,1
TEST_16218,0
TEST_16219,4
TEST_16220,0
TEST_16221,4
TEST_16222,1
TEST_16223,2
TEST_16224,2
TEST_16225,1
TEST_16226,2
TEST_16227,2
TEST_16228,5
TEST_16229,4
TEST_16230,0
TEST_16231,0
TEST_16232,1
TEST_16233,4
TEST_16234,3
TEST_16235,2
TEST_16236,2
TEST_16237,2
TEST_16238,4
TEST_16239,2
TEST_16240,3
TEST_16241,0
TEST_16242,1
TEST_16243,1
TEST_16244,3
TEST_16245,1
TEST_16246,0
TEST_16247,0
TEST_16248,2
TEST_16249,2
TEST_16250,2
TEST_16251,1
TEST_16252,3
TEST_16253,1
TEST_16254,0
TEST_16255,1
TEST_16256,4
TEST_16257,3
TEST_16258,3
TEST_16259,1
TEST_16260,0
TEST_16261,2
TEST_16262,3
TEST_16263,2
TEST_16264,1
TEST_16265,2
TEST_16266,2
TEST_16267,0
TEST_16268,0
TEST_16269,1
TEST_16270,1
TEST_16271,3
TEST_16272,3
TEST_16273,4
TEST_16274,4
TEST_16275,3
TEST_16276,2
TEST_16277,3
TEST_16278,5
TEST_16279,0
TEST_16280,2
TEST_16281,0
TEST_16282,0
TEST_16283,1
TEST_16284,5
TEST_16285,1
TEST_16286,0
TEST_16287,1
TEST_16288,4
TEST_16289,3
TEST_16290,1
TEST_16291,2
TEST_16292,3
TEST_16293,4
TEST_16294,2
TEST_16295,2
TEST_16296,1
TEST_16297,3
TEST_16298,2
TEST_16299,2
TEST_16300,4
TEST_16301,3
TEST_16302,0
TEST_16303,4
TEST_16304,1
TEST_16305,1
TEST_16306,2
TEST_16307,1
TEST_16308,3
TEST_16309,2
TEST_16310,1
TEST_16311,4
TEST_16312,1
TEST_16313,2
TEST_16314,1
TEST_16315,0
TEST_16316,1
TEST_16317,0
TEST_16318,2
TEST_16319,0
TEST_16320,0
TEST_16321,0
TEST_16322,2
TEST_16323,1
TEST_16324,1
TEST_16325,3
TEST_16326,3
TEST_16327,1
TEST_16328,0
TEST_16329,1
TEST_16330,1
TEST_16331,2
TEST_16332,2
TEST_16333,1
TEST_16334,0
TEST_16335,4
TEST_16336,1
TEST_16337,0
TEST_16338,5
TEST_16339,0
TEST_16340,1
TEST_16341,1
TEST_16342,3
TEST_16343,3
TEST_16344,3
TEST_16345,2
TEST_16346,2
TEST_16347,2
TEST_16348,2
TEST_16349,2
TEST_16350,2
TEST_16351,0
TEST_16352,0
TEST_16353,2
TEST_16354,2
TEST_16355,0
TEST_16356,2
TEST_16357,0
TEST_16358,0
TEST_16359,4
TEST_16360,4
TEST_16361,2
TEST_16362,3
TEST_16363,3
TEST_16364,4
TEST_16365,2
TEST_16366,3
TEST_16367,2
TEST_16368,2
TEST_16369,4
TEST_16370,3
TEST_16371,1
TEST_16372,2
TEST_16373,1
TEST_16374,1
TEST_16375,4
TEST_16376,1
TEST_16377,2
TEST_16378,2
TEST_16379,2
TEST_16380,2
TEST_16381,0
TEST_16382,1
TEST_16383,2
TEST_16384,0
TEST_16385,2
TEST_16386,2
TEST_16387,2
TEST_16388,3
TEST_16389,1
TEST_16390,2
TEST_16391,2
TEST_16392,1
TEST_16393,2
TEST_16394,0
TEST_16395,2
TEST_16396,1
TEST_16397,2
TEST_16398,1
TEST_16399,0
TEST_16400,2
TEST_16401,0
TEST_16402,2
TEST_16403,1
TEST_16404,1
TEST_16405,2
TEST_16406,3
TEST_16407,2
TEST_16408,2
TEST_16409,1
TEST_16410,2
TEST_16411,1
TEST_16412,2
TEST_16413,0
TEST_16414,2
TEST_16415,0
TEST_16416,2
TEST_16417,1
TEST_16418,0
TEST_16419,0
TEST_16420,0
TEST_16421,3
TEST_16422,1
TEST_16423,4
TEST_16424,4
TEST_16425,1
TEST_16426,1
TEST_16427,1
TEST_16428,0
TEST_16429,1
TEST_16430,0
TEST_16431,2
TEST_16432,1
TEST_16433,0
TEST_16434,0
TEST_16435,2
TEST_16436,1
TEST_16437,2
TEST_16438,4
TEST_16439,3
TEST_16440,0
TEST_16441,3
TEST_16442,1
TEST_16443,2
TEST_16444,3
TEST_16445,2
TEST_16446,2
TEST_16447,2
TEST_16448,3
TEST_16449,3
TEST_16450,3
TEST_16451,0
TEST_16452,0
TEST_16453,2
TEST_16454,0
TEST_16455,1
TEST_16456,2
TEST_16457,1
TEST_16458,2
TEST_16459,2
TEST_16460,2
TEST_16461,0
TEST_16462,1
TEST_16463,1
TEST_16464,1
TEST_16465,4
TEST_16466,0
TEST_16467,0
TEST_16468,1
TEST_16469,1
TEST_16470,2
TEST_16471,0
TEST_16472,1
TEST_16473,2
TEST_16474,1
TEST_16475,2
TEST_16476,4
TEST_16477,2
TEST_16478,0
TEST_16479,1
TEST_16480,0
TEST_16481,2
TEST_16482,3
TEST_16483,3
TEST_16484,0
TEST_16485,3
TEST_16486,2
TEST_16487,0
TEST_16488,3
TEST_16489,4
TEST_16490,2
TEST_16491,0
TEST_16492,2
TEST_16493,2
TEST_16494,0
TEST_16495,1
TEST_16496,2
TEST_16497,2
TEST_16498,1
TEST_16499,1
TEST_16500,1
TEST_16501,2
TEST_16502,1
TEST_16503,2
TEST_16504,1
TEST_16505,2
TEST_16506,3
TEST_16507,2
TEST_16508,5
TEST_16509,2
TEST_16510,1
TEST_16511,1
TEST_16512,0
TEST_16513,2
TEST_16514,0
TEST_16515,1
TEST_16516,2
TEST_16517,2
TEST_16518,1
TEST_16519,3
TEST_16520,2
TEST_16521,3
TEST_16522,2
TEST_16523,0
TEST_16524,1
TEST_16525,0
TEST_16526,3
TEST_16527,0
TEST_16528,1
TEST_16529,2
TEST_16530,2
TEST_16531,0
TEST_16532,1
TEST_16533,4
TEST_16534,5
TEST_16535,1
TEST_16536,5
TEST_16537,2
TEST_16538,3
TEST_16539,4
TEST_16540,0
TEST_16541,2
TEST_16542,3
TEST_16543,4
TEST_16544,3
TEST_16545,3
TEST_16546,1
TEST_16547,0
TEST_16548,0
TEST_16549,0
TEST_16550,0
TEST_16551,3
TEST_16552,2
TEST_16553,4
TEST_16554,1
TEST_16555,0
TEST_16556,4
TEST_16557,0
TEST_16558,2
TEST_16559,3
TEST_16560,3
TEST_16561,0
TEST_16562,3
TEST_16563,1
TEST_16564,2
TEST_16565,1
TEST_16566,1
TEST_16567,1
TEST_16568,2
TEST_16569,2
TEST_16570,1
TEST_16571,1
TEST_16572,3
TEST_16573,1
TEST_16574,4
TEST_16575,1
TEST_16576,1
TEST_16577,3
TEST_16578,3
TEST_16579,1
TEST_16580,0
TEST_16581,1
TEST_16582,2
TEST_16583,3
TEST_16584,1
TEST_16585,2
TEST_16586,0
TEST_16587,0
TEST_16588,0
TEST_16589,2
TEST_16590,6
TEST_16591,0
TEST_16592,1
TEST_16593,1
TEST_16594,1
TEST_16595,2
TEST_16596,1
TEST_16597,1
TEST_16598,2
TEST_16599,1
TEST_16600,1
TEST_16601,3
TEST_16602,1
TEST_16603,2
TEST_16604,2
TEST_16605,0
TEST_16606,1
TEST_16607,2
TEST_16608,0
TEST_16609,0
TEST_16610,4
TEST_16611,4
TEST_16612,5
TEST_16613,1
TEST_16614,2
TEST_16615,2
TEST_16616,1
TEST_16617,3
TEST_16618,0
TEST_16619,2
TEST_16620,4
TEST_16621,3
TEST_16622,2
TEST_16623,1
TEST_16624,0
TEST_16625,2
TEST_16626,0
TEST_16627,2
TEST_16628,2
TEST_16629,0
TEST_16630,4
TEST_16631,0
TEST_16632,0
TEST_16633,6
TEST_16634,3
TEST_16635,1
TEST_16636,1
TEST_16637,1
TEST_16638,2
TEST_16639,1
TEST_16640,2
TEST_16641,2
TEST_16642,2
TEST_16643,1
TEST_16644,2
TEST_16645,3
TEST_16646,2
TEST_16647,0
TEST_16648,3
TEST_16649,1
TEST_16650,3
TEST_16651,0
TEST_16652,0
TEST_16653,3
TEST_16654,1
TEST_16655,2
TEST_16656,2
TEST_16657,3
TEST_16658,1
TEST_16659,5
TEST_16660,1
TEST_16661,1
TEST_16662,0
TEST_16663,0
TEST_16664,0
TEST_16665,1
TEST_16666,0
TEST_16667,1
TEST_16668,3
TEST_16669,2
TEST_16670,0
TEST_16671,3
TEST_16672,2
TEST_16673,1
TEST_16674,2
TEST_16675,2
TEST_16676,1
TEST_16677,1
TEST_16678,3
TEST_16679,0
TEST_16680,1
TEST_16681,2
TEST_16682,2
TEST_16683,1
TEST_16684,1
TEST_16685,1
TEST_16686,3
TEST_16687,2
TEST_16688,2
TEST_16689,1
TEST_16690,2
TEST_16691,2
TEST_16692,1
TEST_16693,2
TEST_16694,1
TEST_16695,0
TEST_16696,4
TEST_16697,3
TEST_16698,2
TEST_16699,3
TEST_16700,1
TEST_16701,1
TEST_16702,0
TEST_16703,1
TEST_16704,2
TEST_16705,3
TEST_16706,0
TEST_16707,3
TEST_16708,2
TEST_16709,0
TEST_16710,1
TEST_16711,1
TEST_16712,0
TEST_16713,3
TEST_16714,3
TEST_16715,2
TEST_16716,2
TEST_16717,2
TEST_16718,3
TEST_16719,2
TEST_16720,2
TEST_16721,1
TEST_16722,2
TEST_16723,4
TEST_16724,2
TEST_16725,2
TEST_16726,1
TEST_16727,0
TEST_16728,3
TEST_16729,1
TEST_16730,1
TEST_16731,3
TEST_16732,0
TEST_16733,2
TEST_16734,2
TEST_16735,0
TEST_16736,6
TEST_16737,1
TEST_16738,2
TEST_16739,3
TEST_16740,3
TEST_16741,4
TEST_16742,1
TEST_16743,0
TEST_16744,2
TEST_16745,4
TEST_16746,2
TEST_16747,2
TEST_16748,0
TEST_16749,2
TEST_16750,2
TEST_16751,0
TEST_16752,2
TEST_16753,0
TEST_16754,2
TEST_16755,2
TEST_16756,0
TEST_16757,1
TEST_16758,1
TEST_16759,3
TEST_16760,4
TEST_16761,4
TEST_16762,2
TEST_16763,3
TEST_16764,2
TEST_16765,1
TEST_16766,1
TEST_16767,4
TEST_16768,2
TEST_16769,5
TEST_16770,2
TEST_16771,1
TEST_16772,0
TEST_16773,2
TEST_16774,0
TEST_16775,3
TEST_16776,1
TEST_16777,2
TEST_16778,0
TEST_16779,1
TEST_16780,2
TEST_16781,1
TEST_16782,2
TEST_16783,0
TEST_16784,0
TEST_16785,1
TEST_16786,0
TEST_16787,3
TEST_16788,3
TEST_16789,2
TEST_16790,4
TEST_16791,1
TEST_16792,1
TEST_16793,2
TEST_16794,2
TEST_16795,0
TEST_16796,2
TEST_16797,1
TEST_16798,1
TEST_16799,2
TEST_16800,2
TEST_16801,4
TEST_16802,1
TEST_16803,4
TEST_16804,2
TEST_16805,2
TEST_16806,1
TEST_16807,2
TEST_16808,2
TEST_16809,2
TEST_16810,2
TEST_16811,0
TEST_16812,0
TEST_16813,2
TEST_16814,0
TEST_16815,1
TEST_16816,2
TEST_16817,2
TEST_16818,1
TEST_16819,3
TEST_16820,0
TEST_16821,1
TEST_16822,3
TEST_16823,3
TEST_16824,3
TEST_16825,2
TEST_16826,3
TEST_16827,1
TEST_16828,3
TEST_16829,2
TEST_16830,2
TEST_16831,0
TEST_16832,1
TEST_16833,1
TEST_16834,0
TEST_16835,0
TEST_16836,2
TEST_16837,2
TEST_16838,3
TEST_16839,2
TEST_16840,1
TEST_16841,0
TEST_16842,2
TEST_16843,3
TEST_16844,2
TEST_16845,2
TEST_16846,1
TEST_16847,2
TEST_16848,2
TEST_16849,3
TEST_16850,1
TEST_16851,2
TEST_16852,1
TEST_16853,0
TEST_16854,1
TEST_16855,0
TEST_16856,0
TEST_16857,1
TEST_16858,0
TEST_16859,4
TEST_16860,1
TEST_16861,0
TEST_16862,1
TEST_16863,1
TEST_16864,0
TEST_16865,3
TEST_16866,1
TEST_16867,3
TEST_16868,1
TEST_16869,5
TEST_16870,2
TEST_16871,4
TEST_16872,3
TEST_16873,1
TEST_16874,1
TEST_16875,0
TEST_16876,0
TEST_16877,2
TEST_16878,4
TEST_16879,0
TEST_16880,1
TEST_16881,3
TEST_16882,3
TEST_16883,3
TEST_16884,1
TEST_16885,3
TEST_16886,2
TEST_16887,2
TEST_16888,2
TEST_16889,2
TEST_16890,1
TEST_16891,0
TEST_16892,1
TEST_16893,0
TEST_16894,2
TEST_16895,1
TEST_16896,3
TEST_16897,2
TEST_16898,2
TEST_16899,1
TEST_16900,2
TEST_16901,2
TEST_16902,1
TEST_16903,5
TEST_16904,1
TEST_16905,1
TEST_16906,2
TEST_16907,2
TEST_16908,1
TEST_16909,1
TEST_16910,2
TEST_16911,4
TEST_16912,2
TEST_16913,2
TEST_16914,3
TEST_16915,2
TEST_16916,3
TEST_16917,1
TEST_16918,2
TEST_16919,1
TEST_16920,2
TEST_16921,2
TEST_16922,4
TEST_16923,3
TEST_16924,0
TEST_16925,1
TEST_16926,4
TEST_16927,3
TEST_16928,4
TEST_16929,1
TEST_16930,4
TEST_16931,3
TEST_16932,0
TEST_16933,4
TEST_16934,2
TEST_16935,1
TEST_16936,2
TEST_16937,2
TEST_16938,3
TEST_16939,0
TEST_16940,1
TEST_16941,2
TEST_16942,1
TEST_16943,5
TEST_16944,1
TEST_16945,0
TEST_16946,2
TEST_16947,4
TEST_16948,2
TEST_16949,0
TEST_16950,2
TEST_16951,1
TEST_16952,1
TEST_16953,0
TEST_16954,1
TEST_16955,4
TEST_16956,1
TEST_16957,0
TEST_16958,2
TEST_16959,0
TEST_16960,1
TEST_16961,1
TEST_16962,5
TEST_16963,3
TEST_16964,2
TEST_16965,3
TEST_16966,1
TEST_16967,3
TEST_16968,2
TEST_16969,3
TEST_16970,0
TEST_16971,1
TEST_16972,2
TEST_16973,0
TEST_16974,2
TEST_16975,3
TEST_16976,1
TEST_16977,3
TEST_16978,2
TEST_16979,3
TEST_16980,3
TEST_16981,2
TEST_16982,1
TEST_16983,3
TEST_16984,4
TEST_16985,2
TEST_16986,2
TEST_16987,2
TEST_16988,0
TEST_16989,1
TEST_16990,1
TEST_16991,2
TEST_16992,1
TEST_16993,1
TEST_16994,2
TEST_16995,1
TEST_16996,1
TEST_16997,3
TEST_16998,0
TEST_16999,2
TEST_17000,2
TEST_17001,0
TEST_17002,1
